9403,DF071 BRAKE FLUID LEVEL CIRCUIT
9404,DF072 AIRBAG FAULT LAMP CIRCUIT
9405,DF594 ABS FAULT DETECTED
9406,DF611 EPS NOT DETECTED BY DASHBOARD CAN-V1
9407,DF057 INSTRUMENT PANEL INDICATOR LIGHT CIRCUIT
9408,DF060 CIRCUIT WARNING LAMP "PLEASE BUCKLE BELTS!"
9410,DF093 DISPLAY SCROLL BUTTON TRIP COMPUTER
9412,DF012 OUTDOOR TEMPERATURE SENSOR CIRCUIT
9413,DF084 INSTRUMENT PANEL
9422,EPS Frame Safety mechanisms
9423,FWS Frame Safety mechanisms
9424,Safety Bag triggering
9425,DF597 STOP INDICATOR LAMP
9426,DF620 OPERATION INDICATOR LAMP
9427,DF662 TOXICITY PROBE CIRCUIT
940A,DF059 PARKING BRAKE CONTACT CIRCUIT
940C,DF018 INSTRUMENT PANEL
C001,DF024 COMMUNICATION CAN
F003,DF019 BATTERY VOLTAGE 12 V 
