1B00,DF284 SUPPLY VOLTAGE CONTROL UNIT
1B01,DF198 DRIVE BATTERY CELLS
1B02,Battery pack voltage
1B03,DF305 DRIVE BATTERY OVERVOLTAGE
1B04,DF016 TEMPERATURE SENSOR CIRCUIT
1B05,DF018 TEMPERATURE SENSOR CIRCUIT
1B06,All module thermistors in failure
1B07,DF329 TEMPERATURE SENSOR DRIVE BATTERY COOLANT
1B08,DF174 RADIATOR FAN DRIVE BATTERY
1B09,DF175 RADIATOR FAN DRIVE BATTERY
1B0A,Main relay control output
1B0B,Precharge relay control output
1B0C,DF243 TEMPERATURE DRIVE BATTERY TRAY
1B0D,DF032 BMS
1B0E,DF006 BMS
1B0F,DF283 SUPPLY VOLTAGE CONTROL UNIT
1B10,Master CPU/Slave Communication
1B12,DF331 BMS
1B14,Relay 3 control output
1B15,Temp 2 thermistor input
1B16,DF332 BMS
1B17,Air/Ambient thermistor input
1B18,DF396 LOCK LOCKING TOOL
1B19,DF352 DRIVE BATTERY LOCKOUT
1B1A,DF354 CHARGE INTERLOCK DRIVE BATTERY
1B1B,DF398 ENGINE BATTERY ACCESS DOOR INTERLOCK
1B1C,DF351 ELECTRICAL SYSTEM CIRCUIT
1B1D,Current sensor 5V supply
1B1E,DF011 CURRENT SENSOR DRIVE BATTERY
1B1F,DF191 CURRENT SENSOR, DRIVE BATTERY
1BA4,DF191 CURRENT SENSOR DRIVE BATTERY
1B20,DF287 DC CHARGE RELAY CIRCUIT
1B21,DF027 BMS
1B30,DF336 TEMPERATURE SENSOR MODULE 1
1B31,DF337 TEMPERATURE SENSOR MODULE 2
1B32,DF339 TEMPERATURE SENSOR MODULE 3
1B33,DF341 TEMPERATURE SENSOR MODULE 4
1B34,DF343 TEMPERATURE SENSOR MODULE 5
1B35,DF345 TEMPERATURE SENSOR MODULE 6
1B36,DF347 TEMPERATURE SENSOR MODULE 7
1B37,DF349 TEMPERATURE SENSOR MODULE 8
1B38,module thermistor 9
1B39,module thermistor 10
1B3A,Module thermistor 11
1B3B,module thermistor 12
1B3C,Module thermistor 13
1B3D,module thermistor 14
1B3E,module thermistor 15
1B3F,Module thermistor 16
1B40,module thermistor 17
1B41,module thermistor 18
1B42,module thermistor 19
1B43,module thermistor 20
1B44,Module thermistor 21
1B45,module thermistor 22
1B46,Module thermistor 23
1B47,Module thermistor 24
1B48,Module thermistor 25
1B49,Module thermistor 26
1B4A,module thermistor 27
1B4B,Module thermistor 28
1B4C,Module thermistor 29
1B4D,Module thermistor 30
1B4E,module thermistor 31
1B4F,Module thermistor 32
1B60,DF360 MODULE 1 CELL DETECTION LEADS
1B61,DF365 CELL DETECTION WIRES FOR MODULE 2
1B62,DF370 MODULE 3 CELL DETECTION LEADS
1B63,DF375 CELL DETECTION WIRES FOR MODULE 4
1B64,DF380 MODULE 5 CELL DETECTION LEADS
1B65,DF385 MODULE 6 CELL DETECT LEADS
1B66,DF390 CELL DETECTION WIRES FOR MODULE 7
1B67,DF395 MODULE 8 CELL DETECTION LEADS
1B68,Cell sensing lines - Module 9
1B69,Cell sensing lines - Module 10
1B6A,Cell sensing lines - Module 11
1B6B,Cell sensing lines - Module 12
1B6C,Cell sensing lines - Module 13
1B6D,Cell sensing lines - Module 14
1B6E,Cell sensing lines - Module 15
1B6F,Cell sensing lines - Module 16
1B70,Cell sensing lines - Module 17
1B71,Cell sensing lines - Module 18
1B72,Cell sensing lines - Module 19
1B73,Cell sensing lines - Module 20
1B74,Cell sensing lines - Module 21
1B80,State of Charge Estimation
1B81,DF330 DRIVE BATTERY CONDITION
1B82,DF289 LIMIT AVAILABLE POWER
1B83,DF288 DRIVE BATTERY CELLS
1BA0,Low voltage supply input (SCPU)
1BA1,Cell input lines (SCPU)
1BA2,Insulation Resistance measurement circuit
1BA3,SCPU/PCB temperature sensor
1BA4,current sensor input1
1BAD,Internal memory RAM/ROM (SCPU)
1BAE,External NV memory (EEPROMFLASH)1
1BAF,CAN current sensor (SCPU)
1BB1,Safety CPU/Slave Communication
1BB2,ASIC (redundancy)
1BB3,Hot Spot (SPARE) sensor
1BB4,Pack module temperature sensor (SCPU)
1BB5,CAN current sensor (SCPU)1
1BB6,Flash memory failure (FOTA) (SCPU)
E140,DF281 ECM NOT DETECTED BY BMS CAN-HV
E142,CAN from Inverter
E143,DF282 EVC NOT DETECTED BY BMS CAN-HV
FD00,FOTA : SW bloc
FD01,FOTA : Calibration bloc 
