,77e,0,0,1,0,0,,1001,5001,ff,StartDiagnosticSession.Default,
,77e,0,0,1,0,0,,1002,5002,ff,StartDiagnosticSession.Programming,
,77e,0,0,1,0,0,,1003,5003,ff,StartDiagnosticSession.ExtendedDiagnostic,
,77e,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,ClearDiagnosticInformation.All,
,77e,16,23,1,0,0,,1901FF,5901FF,ff,DTCStatusAvailabilityMask,
,77e,24,31,1,0,0,,1901FF,5901FF,ff,DTCFormatIdentifier,0:SAE_J2012-DA_DTC;1:ISO_14229-1_DTC;2:SAE_J1939-73_DTC;3:ISO_11992-4_DTC;4:SAE_J2012-DA_WWHOBD_DTC
,77e,16,23,1,0,0,,1902FF,5902FF,ff,DTCStatusAvailabilityMask,
,77e,24,39,1,0,0,,1902FF,5902FF,ff,DTCDeviceAndFailureTypeOBD,0:Device and failure type ODB codding
,77e,40,47,1,0,0,,1902FF,5902FF,ff,DTCFailureType,0:Device and failure type ODB codding;1:General Electrical Failure;2:General signal failure;3:FM / PWM (Pulse Width Modulated) Failures;4:System Internal Failures;5:System Programming Failures;6:Algorithm Based Failures;7:Mechanical Failures;8:Bus Signal / Message Failures;9:Component Failures;10:General Electrical Failures - 2;17:circuit short to ground;18:circuit short to battery;19:circuit open;20:circuit short to ground or open;21:circuit short to battery or open;22:circuit voltage below threshold;23:circuit voltage above threshold;24:circuit current below threshold;25:circuit current above threshold;26:circuit resistance below threshold;27:circuit resistance above threshold;28:circuit voltage out of range;29:circuit current out of range;30:circuit resistance out of range;31:circuit intermittent;33:signal amplitude < minimum;34:signal amplitude > maximum;35:signal stuck low;36:signal stuck high;37:signal shape / waveform failure;38:signal rate of change below threshold;39:signal rate of change above threshold;40:signal bias level out of range / zero adj. failure;41:signal signal invalid;42:signal stuck in range;43:signal cross coupled;47:signal erratic;49:no signal;50:signal low time < minimum;51:signal low time > maximum;52:signal high time < minimum;53:signal high time > maximum;54:signal frequency too low;55:signal frequency too high;56:signal frequency incorrect;57:incorrect has too few pulses;58:incorrect has too many pulses;65:general checksum failure;66:general memory failure;67:special memory failure;68:data memory failure;69:program memory failure;70:calibration / parameter memory failure;71:watchdog / safety µC failure;72:supervision software failure;73:internal electronic failure;74:incorrect component installed;75:over temperature;81:not programmed;82:not activated;83:deactivated;84:missing calibration;85:not configured;86:invalid or incompatible configuration;87:invalid or incompatible software component;97:signal calculation failure;98:signal compare failure;99:circuit / component protection time-out;100:signal plausibility failure;101:signal has too few transitions / events;102:signal has too many transitions / events;103:signal incorrect after event;104:event information;113:actuator stuck;114:actuator stuck open;115:actuator stuck closed;116:actuator slipping;117:emergency position not reachable;118:wrong mounting position;119:commanded position not reachable;120:alignment or adjustment incorrect;121:mechanical linkage failure;122:fluid leak or seal failure;123:low fluid level;124:Slow Response;125:Actuator Stuck On;127:Actuator Stuck Off;129:invalid serial data received;130:alive / sequence counter incorrect / not updated;131:value of signal protection calculation incorrect;132:signal below allowable range;133:signal above allowable range;134:signal invalid;135:missing message;136:bus off;143:erratic;145:parametric;146:performance or incorrect operation;147:no operation;148:unexpected operation;149:incorrect assembly;150:component internal failure;151:Component or sys. operation obstructed or blocked;152:component or system over temperature;153:Exceeded Learning Limit;154:component or system operating conditions;155:High/Excessive Flow;156:Low/Insufficient Flow;158:Stuck On;159:Stuck Off;161:System Voltage;162:System Voltage Low;163:System Voltage High
,77e,44,47,1,0,0,,1902FF,5902FF,ff,DTCFailureType.ManufacturerOrSupplier,0:Device and failure type ODB codding
,77e,48,48,1,0,0,,1902FF,5902FF,ff,DTCStatus.warningIndicatorRequested,0:No;1:Yes
,77e,49,49,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedThisMonitoringCycle,0:No;1:Yes
,77e,50,50,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedSinceLastClear,0:No;1:Yes
,77e,51,51,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedSinceLastClear,0:No;1:Yes
,77e,52,52,1,0,0,,1902FF,5902FF,ff,DTCStatus.confirmedDTC,0:No;1:Yes
,77e,53,53,1,0,0,,1902FF,5902FF,ff,DTCStatus.pendingDTC,0:No;1:Yes
,77e,54,54,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedThisMonitoringCycle,0:No;1:Yes
,77e,55,55,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailed,0:No;1:Yes
,77e,16,39,1,0,0,,1904000000FF,5904000000FF,4ff,DTCRecord,
,77e,40,47,1,0,0,,1904000000FF,5904000000FF,ff,StatusOfDTC,
,77e,16,39,1,0,0,,190600000080,590600000080,ff,DTCoccurrenceCounter,
,77e,48,55,1,0,0,,190600000080,590600000080,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,77e,56,87,1,0,0,km,190600000080,590600000080,1ff,DTCExtendedData.Mileage,
,77e,16,39,1,0,0,,190600000081,590600000081,ff,DTCoccurrenceCounter,
,77e,48,55,1,0,0,,190600000081,590600000081,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,77e,16,39,1,0,0,,190600000082,590600000082,ff,DTCoccurrenceCounter,
,77e,48,55,1,0,0,,190600000082,590600000082,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,77e,56,63,1,0,0,,190600000082,590600000082,ff,DTCExtendedData.DTCOccurrenceCounter,
,77e,16,39,1,0,0,,1906000000FF,5906000000FF,ff,DTCoccurrenceCounter,
,77e,48,55,1,0,0,,1906000000FF,5906000000FF,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,77e,56,87,1,0,0,km,1906000000FF,5906000000FF,1ff,DTCExtendedData.Mileage,
,77e,16,23,1,0,0,,190A,590A,ff,DTCStatusAvailabilityMask,
,77e,40,47,1,0,0,,1914,5914,ff,DTCFaultDetectionCounter,
,77e,24,31,1,0,0,,222070,622070,ff,Vbx_swlk_diag_avl,0:Immobilizer diagnosis is unavailable;1:Immobilizer diagnosis is available
,77e,24,31,1,0,0,,222071,622071,ff,Vxx_swlk_diag_1,2:Information indicating the RES exchange status;4:Information indicating that the ECM is in serial production;8:Information indicating a need of security tool;16:Information indicating the secret key memory area (lsb);32:Information indicating the secret key memory area (msb);64:Information indicating the protected state of the ECM;128:Information indicating if the secret key area is operational
,77e,24,31,1,0,0,,222072,622072,ff,Vxx_swlk_diag_2,0:No false authentications counter;1:False authentications counter =1;2:False authentications counter =2;3:False authentications counter =3;4:False authentications counter =4;5:False authentications counter =5
,77e,24,31,1,0,0,,222073,622073,ff,Vxx_swlk_diag_3,0:Immobiliser automaton phase-Nsx_swlk_ini;10:Immobiliser automaton phase-Nsx_swlk_key_req;20:Nsx_swlk_id;30:Nsx_swlk_wait;40:Nsx_swlk_prot;50:Nsx_swlk_sf
,77e,24,31,1,0,0,,222074,622074,ff,Vbx_swlk_diag_ecm,0:Works normally;1:ECM is staying protected because of itself
,77e,24,31,1,0,0,,222075,622075,ff,Vbx_swlk_diag_tool,0:Works normally;1:ECM is staying protected because of a learning failure
,77e,24,31,1,0,0,,222076,622076,ff,Vbx_swlk_diag_ccu,0:ECM is staying protected because of itself;1:ECM is staying protected because of BCM
,77e,24,31,1,0,0,,222077,622077,ff,Vbx_swlk_diag_mux,0:Works normally;1:ECM is staying protected because of CAN network
,77e,24,47,1,0,0,,222181,622181,ff,Vehicle_Identification_Number,
,77e,24,31,1,0,0,,223001,623001,ff,VerlogStatus,1:Vehicle Unlocked;2:Vehicle Locked
