,732,0,0,1,0,0,,1081,5081,ff,StartDefaultSession,
,732,0,0,1,0,0,,1085,5085,ff,StartReprogSession,
,732,0,0,1,0,0,,10C0,50C0,ff,StartDiagnosticSession,
,732,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,ClearDiagnosticInformation.All,
,732,16,23,1,0,0,,1902FF,5902FF,ff,DTCStatusAvailabilityMask,
,732,24,39,1,0,0,,1902FF,5902FF,ff,DTCDeviceAndFailureTypeOBD,
,732,40,43,1,0,0,,1902FF,5902FF,ff,DTCFailureType.Category,0:General Failure Information;1:General Electrical Failures;2:General Signal Failures;3:FM / PWM Failures;4:System Internal Failures;5:System Programming Failures;6:Algorithm Based Failures;7:Mechanical Failures;8:Bus Signal / Message Failures;9:Component Failures;15:Vehicle manufacturer / System supplier specific
,732,44,47,1,0,0,,1902FF,5902FF,ff,DTCFailureType.ManufacturerOrSupplier,
,732,48,48,1,0,0,,1902FF,5902FF,ff,DTCStatus.warningIndicatorRequested,
,732,49,49,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedThisMonitoringCycle,
,732,50,50,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedSinceLastClear,0:No;1:Yes
,732,51,51,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedSinceLastClear,0:No;1:Yes
,732,52,52,1,0,0,,1902FF,5902FF,ff,DTCStatus.confirmedDTC,0:No;1:Yes
,732,53,53,1,0,0,,1902FF,5902FF,ff,DTCStatus.pendingDTC,
,732,54,54,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedThisMonitoringCycle,
,732,55,55,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailed,0:No;1:Yes
,732,16,39,1,0,0,,1904000000FF,5904000000FF,4ff,DTCRecord,
,732,40,47,1,0,0,,1904000000FF,5904000000FF,ff,StatusOfDTC,
,732,16,39,1,0,0,,190600000080,590600000080,4ff,DTCRecord,
,732,40,47,1,0,0,,190600000080,590600000080,ff,StatusOfDTC,
,732,48,55,1,0,0,,190600000080,590600000080,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,732,56,79,1,0,0,km,190600000080,590600000080,ff,DTCExtendedData.Mileage,
,732,16,39,1,0,0,,1906000000FF,5906000000FF,4ff,DTCRecord,
,732,40,47,1,0,0,,1906000000FF,5906000000FF,ff,StatusOfDTC,
,732,48,55,1,0,0,,1906000000FF,5906000000FF,ff,DTCExtendedDataRecordNumber,128:Mileage;129:AgingCounter;130:DTCOccurrenceCounter
,732,56,79,1,0,0,km,1906000000FF,5906000000FF,ff,DTCExtendedData.Mileage,
,732,16,55,1,0,0,,2180,6180,2ff,PartNumber.LowerPart,
,732,56,63,1,0,0,,2180,6180,4ff,DiagnosticIdentificationCode,
,732,64,87,1,0,0,,2180,6180,2ff,SupplierNumber.ITG,
,732,88,127,1,0,0,,2180,6180,2ff,HardwareNumber.LowerPart,
,732,128,143,1,0,0,,2180,6180,4ff,SoftwareNumber,
,732,144,159,1,0,0,,2180,6180,4ff,EditionNumber,
,732,160,175,1,0,0,,2180,6180,4ff,CalibrationNumber,
,732,176,183,1,0,0,,2180,6180,ff,PartNumber.BasicPartList,0:NA;1:28115;2:283C2
,732,184,191,1,0,0,,2180,6180,ff,HardwareNumber.BasicPartList,0:HARDW;1:285J9
,732,192,199,1,0,0,,2180,6180,ff,ApprovalNumber.BasicPartList,0:NA
,732,200,207,1,0,0,,2180,6180,ff,ManufacturerIdentificationCode,0:Renault R1;128:Nissan N1;129:Nissan N2;130:Nissan N3;136:5DIGITS
,732,16,31,1,0,0,,2182,6182,4ff,CANV.RefMessagerie,
,732,32,33,1,0,0,,2182,6182,ff,CANV.BusOff,0:Present;2:Missing;3:Missing Confirmed
,732,34,39,1,0,0,,2182,6182,ff,CANV.BusOffCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:No Checked
,732,40,41,1,0,0,,2182,6182,ff,CANV.Mute,0:Present;2:Missing;3:Missing Confirmed
,732,42,47,1,0,0,,2182,6182,ff,CANV.MuteCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,48,49,1,0,0,,2182,6182,ff,CANV.ECM,0:Present;2:Missing;3:Missing Confirmed
,732,50,55,1,0,0,,2182,6182,ff,CANV.ECMCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,56,57,1,0,0,,2182,6182,ff,CANV.Brake,0:Present;2:Missing;3:Missing Confirmed
,732,58,63,1,0,0,,2182,6182,ff,CANV.BrakeCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,64,65,1,0,0,,2182,6182,ff,CANV.Cluster,0:Present;2:Missing;3:Missing Confirmed
,732,66,71,1,0,0,,2182,6182,ff,CANV.ClusterCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,72,73,1,0,0,,2182,6182,ff,CANV.BCM,0:Present;2:Missing;3:Missing Confirmed
,732,74,79,1,0,0,,2182,6182,ff,CANV.BCMCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,112,113,1,0,0,,2182,6182,ff,CANV.AT,0:Present;2:Missing;3:Missing Confirmed
,732,114,119,1,0,0,,2182,6182,ff,CANV.ATCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,200,201,1,0,0,,2182,6182,ff,CANV.BMM,0:Present;2:Missing;3:Missing Confirmed
,732,202,207,1,0,0,,2182,6182,ff,CANV.BMMCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,424,425,1,0,0,,2182,6182,ff,CANV.EVC,0:Present;2:Missing;3:Missing Confirmed
,732,426,431,1,0,0,,2182,6182,ff,CANV.EVCCounter,0:0;1:1;2:2;3:3;4:4;5:5;6:6;7:7;8:8;9:9;10:10;11:11;12:12;13:13;14:14;15:15;16:16;17:17;18:18;19:19;20:20;21:21;22:22;23:23;24:24;25:25;26:26;27:27;28:28;29:29;30:30;31:31;32:32;33:33;34:34;35:35;36:36;37:37;38:38;39:39;40:40;63:Not Checked
,732,592,593,1,0,0,,2182,6182,ff,CANV.TCU,0:Present;2:Missing;3:Missing Confirmed
