# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (applied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
130.44,7ec,28,39,-1,4096,0,Nm,999999,999999,ff,DriverBrakeWheelTq_Req
186.16,7ec,24,39,.03125,32768,2,N·m,222243,622243,ff,Final effective torque request to the electric motor (EM)
186.40,7ec,24,39,.00125,0,3,,22202E,62202E,ff,Accelerator pedal position
18a.27,7ec,24,39,.03125,32768,2,N·m,222247,622247,ff,Minimum effective torque that can be requested to the electrical motor (EM)
1f8.16,7ec,24,39,.03125,32768,2,N·m,222246,622246,ff,Electrical motor (EM) maximum effective torque available
1f8.28,7ec,28,39,-1,4096,0,Nm,999999,999999,ff,ElecBrakeWheelsTorqueApplied
lf8.40,7ec,24,39,10,32768,0,rpm,223045,623045,ff,($3045) Electrical Motor speed
1fd.0,7ec,24,31,1,0,0,A,223025,623025,ff,14V DCDC current measure
1fd.48,7ec,24,39,.001953125,-1,3,kW,223459,623459,ff,($3459) Mean consumption per unit of distance, used for calculation of kilometric range
35c.5,765,40,47,1,0,0,,2126,6126,ff,VEHICLESTATE,0:SLEEPING;1:TECHNICAL_WAKE_UP;2:CUT_OFF_PENDING;3:BAT_TEMPO_LEVEL;4:ACCESSORY_LEVEL;5:IGNITION_LEVEL;6:STARTING_IN_PROGRESS;7:ENGINE_RUNNING;9:ENGINE_SYSTEM_STOP;,kW,8:AUTOSTART;15:UNAVAILABLE
427.40,7ec,24,31,.5,0,1,kW,22320B,62320B,ff,Available charge power
427.49,7ec,24,39,.005,0,2,kWh,22320C,62320C,ff,Available discharge Energy
42a.30,7ec,24,39,.1,2730,1,°C,2234A2,6234A2,ff,Battery Evaporator thermal sensor
42a.48,7ec,24,31,1,0,0,,22350F,62350F,ff,Climatisation Loop Mode HP61 status,0:Unavailable;1:AC Mode;2:AC deIcing Mode;3:not used;4:Heat pump;5:not used;6:demisting;7:idle mod
42e.0,7bb,24,39,.01,0,2,%,229002,629002,ff,Battery USOCWxx_usoc_avg
#42e.20,7ec,24,31,5,0,0,%,223471,623471,ff,Request for engine fan speed from ClimBox
42e.20,7ec,24,31,5,0,0,%,223471,623471,ff,($3471) Request for engine fan speed from ClimBox,,,
42e.38,7ec,24,31,1,0,0,A,223110,623110,ff,Charge current measure
42e.44,7bb,24,39,.0625,640,2,°C,229012,629012,ff,Average TemperatureWxx_temp_avg
42e.56,7ec,24,31,.3,0,1,kW,223444,623444,ff,CAN signal for the maximal charging power authorized by the HV battery
430.24,7ec,24,39,.5,60,1,,22340000000,62340000000,ff,Coding Signal from CAN data CompTemperatureDischarge
430.38,7ec,30,31,1,0,0,,223534,623534,ff,HV Battery cooling State,0:No cooling;1:cooling mode alone;2:cooling mode coupled;3:Unavailable
430.40,7ec,168,169,1,0,0,,999999,999999,ff,HV Battery Evaporator Temp
432.36,7ec,30,31,1,0,0,,2234D3,6234D3,ff,($34D3) HV Battery Conditionning Activation Autorisation,0:No Authorisation;1:PTC Authorisation only;2:AC Authorisation only;3:PTC and AC Autorisation
4f8.4,7ec,31,31,1,0,0,,22222B,62222B,ff,Automatic or manual parking brake detected,0:deactivated;1:activated
534.32,7ec,24,31,1,40,0,°C,2233B1,6233B1,ff,CAN signal for external temperature of the vehicle
5d7.0,7ec,24,39,.01,0,2,km/h,222003,622003,ff,Vehicle speed
5da.0,7ec,25,31,1,0,0,°C,2234D8,6234D8,ff,Water Temperature in BCB
62d.0,7ec,24,39,.001953125,-1,3,kW,223457,623457,ff,Mean pessimistic electrical consumption (worst possible consumption)
62d.10,7ec,24,39,.001953125,-1,3,kW,223455,623455,ff,Mean eco electrical consumption (if driver has economical driving behavior)
638.37,7ec,30,31,1,0,0,,22333A,62333A,ff,Low Battery 14V MMI request,2:14VBat Low Display;1:No 14VBat Low Display;0:Unavailable value;3:Not used
654.2,7ec,31,31,1,0,0,,22339D,62339D,ff,Charging Plug detected as present by the Charger.processed,0:No charging plug;1:Charging plug detected
654.32,7ec,24,31,1,0,0,min,2234BD,6234BD,ff,Left time calculated before the customer hour programmation
654.42,7ec,24,39,1,0,0,km,223451,623451,ff,Estimated kilometric cruising range sent to MMI
654.52,7ec,24,47,0.00000762939453125,0,3,kWh/km,223478,623478,ff,Raw mean consumption per unit of distance
656.48,7ec,24,31,1,40,0,°C,2233B1,6233B1,ff,CAN signal for external temperature of the vehicle
658.33,7bb,24,39,.01,0,2,%,229003,629003,ff,Battery SOHZxx_sohe_avg
673.0,765,16,23,1,0,0,,2179,6179,ff,TPMS_SPEED_OR_VEH_STAT_STATUS
673.2,765,184,191,1,0,0,,2179,6179,ff,TPMS_WHEEL_STATE 1
673.5,765,192,199,1,0,0,,2179,6179,ff,TPMS_WHEEL_STATE 2
673.8,765,200,207,1,0,0,,2179,6179,ff,TPMS_WHEEL_STATE 3
673.11,765,208,215,1,0,0,,2179,6179,ff,TPMS_WHEEL_STATE 4
673.16,765,80,95,7.5,0,0,mbar,2174,6174,ff,TPMS_INTERNAL_PRES 1
673.24,765,96,111,7.5,0,0,mbar,2174,6174,ff,TPMS_INTERNAL_PRES 2
673.32,765,112,127,7.5,0,0,mbar,2174,6174,ff,TPMS_INTERNAL_PRES 3
673.40,765,128,143,7.5,0,0,mbar,2174,6174,ff,TPMS_INTERNAL_PRES 4
699.8,7ec,24,31,1,40,0,°C,223438,623438,ff,AC compressor Power Module Temperature
#18daf1da.623006.24,776,24,31,1,0,0,kW,224005,624005,ff,ComboEVSEMaximumPowerLimit
#18daf1da.623008.24,776,24,39,1,0,0,V,224003,624003,ff,ComboEVMaximumVoltageLimit
#18daf1da.62300a.24,776,24,31,1,0,0,A,224002,624002,ff,ComboEVMaximumCurrentLimit
7bc.624b7d.28,7ec,28,39,1,4094,0,N·m,999999,999999,ff,Total Hydraulic brake wheels torque request
7ec.62352e.24,7ec,24,31,.5,0,1,,22352E,62352E,ff,($352E) ClimTempD
776.625026.24,776,24,39,.1,0,1,%,225026,625026,ff,CP_DutyCycle_raw,
77e.623025.24,77e,24,39,.1,2000,1,N·m,223025,623025,1ff,PEBTorque,
7bb.629247.24,7bb,24,55,.001,0,3,,229247,629247,1ff,Cumulated energy in regen CD modeZxx_kwh_rgn_cd,
# Airbag
,772,0,0,1,0,0,,1003,5003,ff,StartDiag
,772,24,31,1,0,0,,22F1A0,62F1A0,4ff,diagVersion
,772,24,63,1,0,0,,22F18A,62F18A,2ff,Supplier (string!)
,772,24,63,1,0,0,,22F194,62F194,2ff,Soft
,772,24,191,1,0,0,,22F195,62F195,2ff,Version
,772,24,103,1,0,0,,22F187,62F187,2ff,PartNumber
,772,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,Reset DTC
,772,16,23,1,0,0,,19023b,5902ff,ff,Query DTC
# Instrument Panel
,763,0,0,1,0,0,,1003,5003,ff,StartDiag
,763,24,31,1,0,0,,22F1A0,62F1A0,4ff,diagVersion
,763,24,63,1,0,0,,22F18A,62F18A,2ff,Supplier (string!)
,763,24,63,1,0,0,,22F194,62F194,2ff,Soft
,763,24,191,1,0,0,,22F195,62F195,2ff,Version
,763,24,103,1,0,0,,22F187,62F187,2ff,PartNumber
,763,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,Reset DTC
,763,16,23,1,0,0,,19023b,5902ff,ff,Query DTC
,763,24,31,1,40,0,°C,22200C,62200C,ff,External_Temperature.Temp
,763,24,47,1,0,0,km,22F0D0,62F0D0,1ff,Odometer of the last occurence
# Lithium Battery Controller 2
,7b6,0,0,1,0,0,,1003,5003,ff,StartDiag
,7b6,24,31,1,0,0,,22F1A0,62F1A0,4ff,diagVersion
,7b6,24,63,1,0,0,,22F18A,62F18A,2ff,Supplier (string!)
,7b6,24,63,1,0,0,,22F194,62F194,2ff,Soft
,7b6,24,191,1,0,0,,22F195,62F195,2ff,Version
,7b6,24,103,1,0,0,,22F187,62F187,2ff,PartNumber
,7b6,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,Reset DTC
,7b6,16,23,1,0,0,,19023b,5902ff,ff,Query DTC
# Lithium Battery Controller
,7bb,0,0,1,0,0,,1003,5003,ff,StartDiagnosticSession.ExtendedDiagnostic
,7bb,0,0,1,0,0,,1003,5003,ff,StartDiag
,7bb,24,31,1,0,0,,22F1A0,62F1A0,4ff,diagVersion
,7bb,24,63,1,0,0,,22F18A,62F18A,2ff,Supplier (string!)
,7bb,24,63,1,0,0,,22F194,62F194,2ff,Soft
,7bb,24,191,1,0,0,,22F195,62F195,2ff,Version
,7bb,24,103,1,0,0,,22F187,62F187,2ff,PartNumber
,7bb,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,Reset DTC
,7bb,16,23,1,0,0,,190229,5902ff,ff,Query DTC
7bb.6101.336,7bb,24,39,0.01,0,2,kW,229018,629018,ff,Maximum battery input power
7bb.6103.192,7bb,24,31,.5,6,1,%,229001,629001,ff,Battery SOCZxx_bsoc_avg
