,765,0,0,1,0,0,,1081,5081,ff,Default Diagnostic Session
,765,0,0,1,0,0,,1085,5085,ff,Reprog Session
,765,0,0,1,0,0,,10C0,50C0,ff,Start Diagnostic Session
,765,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,ClearDiagnosticInformation.All
,765,16,23,1,0,0,,1902FF,5902FF,ff,DTCStatusAvailabilityMask
,765,24,39,1,0,0,,1902FF,5902FF,ff,DTCDeviceIdentifier,38242:AUTO_CLUTCHSTART_SW;37434:BATTERY;37478:BATTERY_CURRENT_SENSOR;38256:BCM_APV_CODE;38241:CLUTCH_END_SW;38240:CLUTCHSTART_SW;38192:DI_LEFT;38184:DI_LEFT_LED;38193:DI_RIGHT;38185:DI_RIGHT_LED;38248:DONGLE_DEVICE;38149:DRIVER_DOOR;38274:EEPROM;38148:EXTERNAL_ANTENNA;41149:I_CURRENT_SENSOR;41150:I_TEMP_SENSOR;38257:INFO_STOP;38258:INFO_STOP_AEBS;38385:LIN_DEVICE;37391:NETWORK_14V;38169:NEUTRAL_CONTACT_SW;38208:PWM_ROOMLAMP_1;38160:PWR_BPT;38164:PWR_DOORLOCK;38163:PWR_FLASHERS;38161:PWR_FR_WIPER;38162:PWR_RR_WIPER;38322:REAR_GEAR_SW;38304:REAR_WIPER;38146:REGISTERS;38145:ROM;38176:STARTER_RL;38243:STOP_PEDAL_DFT_11;38244:STOP_PEDAL_DFT_12;38246:STOP_PEDAL_SW1;38245:STOP_PEDAL_SW2;38195:TAILGATE_COHERENT;38194:TGATE_OPENER;23168:TPMS_Function;23174:TPMS_RECEIVER;23136:TPMS_UNDER_INFLATED;23170:TPMS_VALVE_1;23171:TPMS_VALVE_2;23172:TPMS_VALVE_3;23173:TPMS_VALVE_4;23154:TPMS_WHEEL_1;23155:TPMS_WHEEL_2;23156:TPMS_WHEEL_3;23157:TPMS_WHEEL_4;38247:TRACKER_DEVICE;38384:TRANSPONDER;38224:WL_CENTAL_CLOSE
,765,40,47,1,0,0,,1902FF,5902FF,ff,DTCFailureType,68:data memory failure;98:signal compare failure;99:circuit / component protection time-out;100:signal plausibility failure;101:signal has too few transitions / events;97:signal calculation failure;103:signal incorrect after event;81:not programmed;113:actuator stuck;114:actuator stuck open;69:program memory failure;85:not configured;84:missing calibration;82:not activated;75:over temperature;74:incorrect component installed;73:internal electronic failure;72:supervision software failure;71:watchdog / safety µC failure;70:calibration / parameter memory failure;115:actuator stuck closed;135:missing message;83:deactivated;67:special memory failure;152:component or system over temperature;151:Component or system operation obstructed or blocked;150:component internal failure;149:incorrect assembly;148:unexpected operation;147:no operation;146:performance or incorrect operation;145:parametric;143:erratic;136:bus off;133:signal above allowable range;134:signal invalid;116:actuator slipping;132:signal below allowable range;131:value of signal protection calculation incorrect;130:alive / sequence counter incorrect / not updated;129:invalid serial data received;123:low fluid level;122:fluid leak or seal failure;121:mechanical linkage failure;120:alignment or adjustment incorrect;119:commanded position not reachable;118:wrong mounting position;117:emergency position not reachable;102:signal has too many transitions / events;15:Vehicle manufacturer / System supplier specific;27:circuit resistance above threshold;26:circuit resistance below threshold;25:circuit current above threshold;24:circuit current below threshold;23:circuit voltage above threshold;22:circuit voltage below threshold;21:circuit short to battery or open;20:circuit short to ground or open;19:circuit open;28:circuit voltage out of range;17:circuit short to ground;9:Component Failures;8:Bus Signal / Message Failures;6:Algorithm Based Failures;5:System Programming Failures;4:System Internal Failures;3:FM (Frequency Modulated) / PWM (Pulse Width Modulated) Failures;2:General signal failure;1:General Electrical Failure;0:Device and failure type ODB codding/ General Failure Information;66:general memory failure;104:event information;18:circuit short to battery;53:signal high time > maximum;65:general checksum failure;58:incorrect has too many pulses;7:Mechanical Failures;29:circuit current out of range;57:incorrect has too few pulses;56:signal frequency incorrect;54:signal frequency too low;52:signal high time < minimum;51:signal low time > maximum;50:signal low time < minimum;49:no signal;37:signal shape / waveform failure;33:signal amplitude < minimum;55:signal frequency too high;47:signal erratic;31:circuit intermittent;35:signal stuck low;36:signal stuck high;34:signal amplitude > maximum;30:circuit resistance out of range;38:signal rate of change below threshold;39:signal rate of change above threshold;40:signal bias level out of range / zero adjustment failure;41:signal signal invalid
,765,44,47,1,0,0,,1902FF,5902FF,ff,DTCFailureType.ManufacturerOrSupplier
,765,48,48,1,0,0,,1902FF,5902FF,ff,DTCStatus.warningIndicatorRequested,0:No;1:Yes
,765,49,49,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedThisMonitoringCycle,0:No;1:Yes
,765,50,50,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedSinceLastClear,0:No;1:Yes
,765,51,51,1,0,0,,1902FF,5902FF,ff,DTCStatus.testNotCompletedSinceLastClear,0:No;1:Yes
,765,52,52,1,0,0,,1902FF,5902FF,ff,DTCStatus.confirmedDTC,0:No;1:Yes
,765,53,53,1,0,0,,1902FF,5902FF,ff,DTCStatus.pendingDTC,0:No;1:Yes
,765,54,54,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailedThisMonitoringCycle,0:No;1:Yes
