# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,793,0,0,1,0,0,,1081,5081,ff,start diag
,793,0,0,1,0,0,,10c0,50c0,ff,start diag
,7bb,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,7bb,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
,7bb,0,23,1,0,0,,19023b,5902af,ff,Query DTC
# Source: BCB_5AGen1_v6.5_20130218T162749.xml and JB2_800_V1_20130425T083549.xml
,793,16,55,1,0,0,,2180,6180,2ff,PartNumber.LowerPart
,793,56,63,1,0,0,,2180,6180,ff,DiagnosticIdentificationCode
,793,64,87,1,0,0,,2180,6180,2ff,SupplierNumber.ITG
,793,88,127,1,0,0,,2180,6180,2ff,HardwareNumber.LowerPart
,793,128,143,1,0,0,,2180,6180,ff,SoftwareNumber
,793,144,159,1,0,0,,2180,6180,ff,EditionNumber
,793,160,175,1,0,0,,2180,6180,ff,CalibrationNumber
,793,176,183,1,0,0,,2180,6180,ff,PartNumber.BasicPartList,0:N/A;2:29609
,793,184,191,1,0,0,,2180,6180,ff,HardwareNumber.BasicPartList,0:N/A;1:29609
,793,192,199,1,0,0,,2180,6180,ff,ApprovalNumber.BasicPartList,0:N/A;1:8200x
,793,200,207,1,0,0,,2180,6180,ff,ManufacturerIdentificationCode,0:Renault R1;128:Nissan N1;129:Nissan N2;130:Nissan N3;136:5DIGITS;255:Renault R3
,793,16,151,1,0,0,,2181,6181,2ff,Vin In Ascii
,793,152,167,1,0,0,,2181,6181,ff,Vin CRC
,793,16,23,1,0,0,,2184,6184,2ff,Siemens serial number Byte 15 to be coded in ASCII
,793,24,31,1,0,0,,2184,6184,2ff,Siemens serial number Byte 14 to be coded in ASCII
,793,32,39,1,0,0,,2184,6184,2ff,Siemens serial number Byte 13 to be coded in ASCII
,793,40,47,1,0,0,,2184,6184,2ff,Siemens serial number Byte 12 to be coded in ASCII
,793,48,55,1,0,0,,2184,6184,2ff,Siemens serial number Byte 11 to be coded in ASCII
,793,56,63,1,0,0,,2184,6184,2ff,Siemens serial number Byte 10 to be coded in ASCII
,793,64,71,1,0,0,,2184,6184,2ff,Siemens serial number Byte 9 to be coded in ASCII
,793,72,79,1,0,0,,2184,6184,2ff,Siemens serial number Byte 8 to be coded in ASCII
,793,80,87,1,0,0,,2184,6184,2ff,Siemens serial number Byte 7 to be coded in ASCII
,793,88,95,1,0,0,,2184,6184,2ff,Siemens serial number Byte 6 to be coded in ASCII
,793,96,103,1,0,0,,2184,6184,2ff,Siemens serial number Byte 5 to be coded in ASCII
,793,104,111,1,0,0,,2184,6184,2ff,Siemens serial number Byte 4 to be coded in ASCII
,793,112,119,1,0,0,,2184,6184,2ff,Siemens serial number Byte 3 to be coded in ASCII
,793,120,127,1,0,0,,2184,6184,2ff,Siemens serial number Byte 2 to be coded in ASCII
,793,128,135,1,0,0,,2184,6184,2ff,Siemens serial number Byte 1 to be coded in ASCII
,793,136,143,1,0,0,,2184,6184,2ff,Siemens serial number Byte 0 to be coded in ASCII
,793,148,155,1,0,0,,2184,6184,2ff,PaddingDatas
,793,24,31,.08,0,2,V,223101,623101,ff,Batt_voltage_mes
,793,31,39,1,0,0,V,223102,623102,ff,BCBHighVoltage
,793,24,31,1,0,0,%,223103,623103,ff,BCBTemp
,793,24,31,1,40,0,°C,223104,623104,ff,BCBWaterTemp
,793,24,31,.1,0,1,A,223105,623105,ff,BCBSlowChargeInputCurrent
,793,27,31,1,0,0,,223106,623106,ff,DomesticNetworkType,0:Unvailable Value;1:FRANCE;2:JP 1;3:JP 2;4:JP 3;5:JP 4;6:USA
,793,24,24,1,0,0,,223107,623107,ff,DID3107.Interlock_sec_connector_sts,0:Close;1:Open
,793,25,25,1,0,0,,223107,623107,ff,DID3107.ED_Cover_SW,0:Open;1:Close
,793,26,26,1,0,0,,223107,623107,ff,DID3107.ILOCK_BAT,0:Open;1:Close
,793,27,27,1,0,0,,223107,623107,ff,DID3107.ILOCK_PEB,0:Open;1:Close
,793,28,28,1,0,0,,223107,623107,ff,DID3107.ILOCK_MAINS_RIGHT,0:Open;1:Close
,793,29,29,1,0,0,,223107,623107,ff,DID3107.ILOCK_MAINS_LEFT,0:Open;1:Close
,793,30,30,1,0,0,,223107,623107,ff,DID3107.ILOCK_PTC,0:Open;1:Close
,793,31,31,1,0,0,,223107,623107,ff,DID3107.ILOCK_CLIMA,0:Open;1:Close
,793,25,27,1,0,0,,223108,623108,ff,DID3108.BCBFaultClass,0:No default;1:Class A;2:Class B;3:Class C;4:Class D;5:Class E;6:Not used
,793,29,31,1,0,0,,223108,623108,ff,DID3108.BCBLoadState,0:Unvailable Value;1:SlowCharge and Diag State;2:Quick Charge and Diag State;3:Nissan Quick Charge and Diag State;4:Diagnosis State;5:No State;6:Not used
,793,34,34,1,0,0,,223108,623108,ff,DID3108.SwitchingBoxRelay2State,0:Relay Open;1:Relay Closed
,793,35,35,1,0,0,,223108,623108,ff,DID3108.SwitchingBoxRelay1State,0:Relay Open;1:Relay Closed
,793,36,36,1,0,0,,223108,623108,ff,DID3108.BCBPowerPlantState,0:Power Plant Off;1:Power Plant On
,793,37,37,1,0,0,,223108,623108,ff,DID3108.Wake_Up_System,0:Wake_Up is not requested;1:Wake Up is being requested
