# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,76d,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,76d,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
# Source: USM_2010_SW6_20130104T145201.xml
,76d,16,16,1,0,0,,2101,6101,ff,LI_NEUTRAL,0:Not reached;1:Reached
,76d,17,17,1,0,0,,2101,6101,ff,LI_LIGHT_REVERSE_SW,0:Reverse gear not reached;1:Reverse gear reached
,76d,18,18,1,0,0,,2101,6101,ff,O_IGN_AT_LPG_OUT_DIAG,0:OFF;1:ON
,76d,20,20,1,0,0,,2101,6101,ff,O_IGN_AIRBAG_OUT_DIAG,0:OFF;1:ON
,76d,21,21,1,0,0,,2101,6101,ff,OIL_PRESSURE_SW,0:Pressure switch open;1:Pressure switch close
,76d,22,22,1,0,0,,2101,6101,ff,EXT_MOTOR_FAN2_DIAG,0:OFF;1:ON
,76d,24,24,1,0,0,,2101,6101,ff,EXT_MOTOR_FAN1_DIAG,0:EXT MOTOR FAN1 OFF;1:EXT MOTOR FAN1 ON
,76d,28,28,1,0,0,,2101,6101,ff,CONVERTER _DIAG,0:CONVERTER OFF;1:CONVERTER ON
,76d,29,29,1,0,0,,2101,6101,ff,LED_ON_OFF_DIAG,0:LED OFF;1:LED ON
,76d,30,30,1,0,0,,2101,6101,ff,SAFETYLINE_INPUT,0:safetyline BDU ON;1:safetyline BDU OFF
,76d,31,31,1,0,0,,2101,6101,ff,BUTTON_SW_ON_OFF,0:BUTTON SW OFF;1:BUTTON SW ON
,76d,16,23,1,0,0,,2102,6102,ff,Batt_Voltage_Sense_High
,76d,24,31,1,0,0,,2102,6102,ff,Batt_Voltage_Sense_Low
,76d,32,39,1,0,0,,2102,6102,ff,Ac_Valve_Adiag_High
,76d,40,47,1,0,0,,2102,6102,ff,Ac_Valve_Adiag_Low
,76d,48,55,1,0,0,,2102,6102,ff,Low_Beam_Left_Adiag_High
,76d,56,63,1,0,0,,2102,6102,ff,Low_Beam_Left_Adiag_Low
,76d,64,71,1,0,0,,2102,6102,ff,Low_Beam_Right_Adiag_High
,76d,72,79,1,0,0,,2102,6102,ff,Low_Beam_Right_Adiag_Low
,76d,80,87,1,0,0,,2102,6102,ff,Auto_Stop_Wiper_High
,76d,88,95,1,0,0,,2102,6102,ff,Auto_Stop_Wiper_Low
,76d,96,103,1,0,0,,2102,6102,ff,MASTERVAC_PRESSURE_SENSE_MSB
,76d,104,111,1,0,0,,2102,6102,ff,MASTERVAC_PRESSURE_SENSE_LSB
,76d,112,119,1,0,0,,2102,6102,ff,DTRL_VOLT_REREAD_LEFT_MSB
,76d,120,127,1,0,0,,2102,6102,ff,DTRL_VOLT_REREAD_LEFT_LSB
,76d,128,135,1,0,0,,2102,6102,ff,DTRL_VOLT_REREAD_RIGHT_MSB
,76d,136,143,1,0,0,,2102,6102,ff,DTRL_VOLT_REREAD_RIGHT_LSB
,76d,144,151,1,0,0,,2102,6102,ff,AC_Clutch_Adiag_High
,76d,152,159,1,0,0,,2102,6102,ff,AC_Clutch_Adiag_Low
,76d,160,167,1,0,0,,2102,6102,ff,SEAT_SENSOR_SENSE_MSB
,76d,168,175,1,0,0,,2102,6102,ff,SEAT_SENSOR_SENSE_LSB
,76d,176,183,1,0,0,,2102,6102,ff,Batt1_Voltage_Sense_High
,76d,184,191,1,0,0,,2102,6102,ff,Batt1_Voltage_Sense_Low
,76d,192,199,1,0,0,,2102,6102,ff,HIGH_BEAM_RIGHT_MSB
,76d,200,207,1,0,0,,2102,6102,ff,HIGH_BEAM_RIGHT_LSB
,76d,208,215,1,0,0,,2102,6102,ff,HIGH_BEAM_LEFT_MSB
,76d,216,223,1,0,0,,2102,6102,ff,HIGH_BEAM_LEFT_LSB
,76d,224,231,1,0,0,,2102,6102,ff,INT_THERMAL_SENSE_MSB
,76d,232,239,1,0,0,,2102,6102,ff,INT_THERMAL_SENSE_LSB
,76d,240,247,1,0,0,,2102,6102,ff,Batt2_D_Sense_High
,76d,248,255,1,0,0,,2102,6102,ff,Batt2_D_Sense_Low
,76d,16,16,1,0,0,,2103,6103,ff,Diag_contactor,0:< = 3.5 V;1:> 3.5 V
,76d,18,18,1,0,0,,2103,6103,ff,Bat_Abs_Valves_Reread,0:< = 3.5 V;1:> 3.5 V
,76d,19,19,1,0,0,,2103,6103,ff,Bat_At_Gear_Lpg_Reread,0:< = 3.5 V;1:> 3.5 V
,76d,22,22,1,0,0,,2103,6103,ff,Ignition_Ddiag,0:< = 3.5 V;1:> 3.5 V
,76d,24,31,1,0,0,,2103,6103,ff,Feedback1_Adiag_High
,76d,32,39,1,0,0,,2103,6103,ff,Feedback1_Adiag_Low
,76d,40,47,1,0,0,,2103,6103,ff,Feedback2_Adiag_High
,76d,48,55,1,0,0,,2103,6103,ff,Feedback2_Adiag_Low
,76d,72,79,1,0,0,,2103,6103,ff,Feedback4_Adiag_High
,76d,80,87,1,0,0,,2103,6103,ff,Feedback4_Adiag_Low
,76d,104,111,1,0,0,,2103,6103,ff,FIRST_GND_A_DIAG_MSB
,76d,112,119,1,0,0,,2103,6103,ff,FIRST_GND_A_DIAG_LSB
,76d,120,127,1,0,0,,2103,6103,ff,FBL_ADIAG_LH_MSB
,76d,128,135,1,0,0,,2103,6103,ff,FBL_ADIAG_LH_LSB
,76d,136,143,1,0,0,,2103,6103,ff,POSITION_NIGHT_ADIAG_MSB
,76d,144,151,1,0,0,,2103,6103,ff,POSITION_NIGHT_ADIAG_LSB
,76d,152,159,1,0,0,,2103,6103,ff,POSITION_REAR_LH_ADIAG MSB
,76d,160,167,1,0,0,,2103,6103,ff,POSITION_REAR_LH_ADIAG LSB
,76d,168,175,1,0,0,,2103,6103,ff,POSITION_FRONT_LEFT_AND_RIGHT_MSB
,76d,176,183,1,0,0,,2103,6103,ff,POSITION_FRONT_LEFT_AND_RIGHT_LSB
,76d,184,191,1,0,0,,2103,6103,ff,POSITION_REAR_RIGHT_MSB
,76d,192,199,1,0,0,,2103,6103,ff,POSITION_REAR_RIGHT_LSB
,76d,200,207,1,0,0,,2103,6103,ff,FOG_LAMPS_LH_A_DIAG_MSB
,76d,208,215,1,0,0,,2103,6103,ff,FOG_LAMPS_LH_A_DIAG_LSB
,76d,216,223,1,0,0,,2103,6103,ff,FOG_LAMPS_RH_A_DIAG_MSB
,76d,224,231,1,0,0,,2103,6103,ff,FOG_LAMPS_RH_A_DIAG_LSB
,76d,232,239,1,0,0,,2103,6103,ff,IGNITION_NOT_COLUMN_LOCK_ADIAG_MSB
,76d,240,247,1,0,0,,2103,6103,ff,IGNITION_NOT_COLUMN_LOCK_ADIAG_LSB
,76d,248,255,1,0,0,,2103,6103,ff,FBL_ADIAG_RH_MSB
,76d,256,263,1,0,0,,2103,6103,ff,FBL_ADIAG_RH_LSB
,76d,16,16,1,0,0,,2104,6104,ff,IgnitionReset_status,0:OFF;1:ON
,76d,17,17,1,0,0,,2104,6104,ff,Right_Washer_Relay,0:OFF;1:ON
,76d,20,20,1,0,0,,2104,6104,ff,Left_Washer_Relay,0:OFF;1:ON
,76d,21,21,1,0,0,,2104,6104,ff,Starter_relay,0:OFF;1:ON
,76d,23,23,1,0,0,,2104,6104,ff,Motor_Fan_Lo_Relay,0:OFF;1:ON
,76d,24,24,1,0,0,,2104,6104,ff,IgnitionSet_status,0:OFF;1:ON
,76d,25,25,1,0,0,,2104,6104,ff,Close_Contactor_Relay,0:OFF;1:ON
,76d,26,26,1,0,0,,2104,6104,ff,Ac_Clutch_Relay,0:OFF;1:ON
