# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,765,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,765,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
# Source: BCM95_SW25_V1.1_20150429T131442.xml
,765,16,23,1,0,0,,2101,6101,ff,LIN1 Master Malfunction -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,24,31,1,0,0,,2101,6101,ff,LIN1 Slave1 Malfunction (Rain & light sensor) -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,32,39,1,0,0,,2101,6101,ff,LIN1 Slave2 Malfunction (Dual Motors) -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,16,23,1,0,0,,2102,6102,ff,LIN2 Master Malfunction -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,24,31,1,0,0,,2102,6102,ff,LIN2 Slave1 Malfunction (Passenger Window Lift) -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,32,39,1,0,0,,2102,6102,ff,LIN2 Slave2 Malfunction (Rear Left Window Lift) -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,40,47,1,0,0,,2102,6102,ff,LIN2 Slave3 Malfunction (Rear Right Window Lift) -,207:Défaut présent confirmé;15:Pas de problème;79:Défaut confirmé mémorisé;255:Pas d'esclave monté (lié à la configuration)
,765,16,31,1,0,0,bytes,2106,6106,ff,STACK_LOAD
,765,16,16,1,0,0,,2107,6107,ff,FRONT_WIPER_CF,0:without;1:with
,765,17,17,1,0,0,,2107,6107,ff,AUTO_WIPE_CF,0:without;1:with
,765,18,18,1,0,0,,2107,6107,ff,FRONT_DROP_WIPE_CF,0:without;1:with
,765,19,19,1,0,0,,2107,6107,ff,SWITCH_HI2LO_LO2INT_CF,0:without;1:with
,765,20,20,1,0,0,,2107,6107,ff,HEADLAMP_WASHER_CF,0:without;1:with
,765,21,21,1,0,0,,2107,6107,ff,DUAL_WIPING_MOTOR_CF,0:without;1:with
,765,24,31,100,0,0,ms,2107,6107,ff,SENSOR_FAILURE_FILTER_TM_TP
,765,32,39,100,0,0,ms,2107,6107,ff,GO_TO_SERVICE_POSITION_TM_TP
,765,44,47,1,0,0,sec,2107,6107,ff,FIXED_INT_TM_TP
,765,48,48,100,0,0,ms,2107,6107,ff,PAST_TIME_UPDATE_TM_TP
,765,49,51,1,0,0,time,2107,6107,ff,FR_WIPER_PROLONGATION_WIPES_TP
,765,52,55,50,0,0,ms,2107,6107,ff,WASHER_CONFIRMATION_TM_TP
,765,56,63,50,0,0,ms,2107,6107,ff,WASH_WIPE_DELAY_TM_TP
,765,64,71,100,0,0,ms,2107,6107,ff,DROP_WIPE_TM_TP
,765,72,75,1,0,0,sec,2107,6107,ff,STANDARD_INT_TM_TP(1)
,765,76,79,1,0,0,sec,2107,6107,ff,STANDARD_INT_TM_TP(2)
,765,80,83,1,0,0,sec,2107,6107,ff,STANDARD_INT_TM_TP(3)
,765,84,87,1,0,0,sec,2107,6107,ff,STANDARD_INT_TM_TP(4)
,765,88,95,1,0,0,sec,2107,6107,ff,FR_WASH_PROLONGATION_MAX_TM_TP
,765,96,103,100,0,0,ms,2107,6107,ff,DUAL_WIPING_MOTORS_FAILURE_FILTER_TM_TP
,765,16,19,1,0,0,sec,2108,6108,ff,REAR_WIPER_PROTECTION_TM_CF
,765,20,20,1,0,0,,2108,6108,ff,REAR_WIPER_DYNAMIC_INT_CF,0:without;1:with
,765,21,21,1,0,0,,2108,6108,ff,REAR_DROP_WIPE_CF,0:without;1:with
,765,22,22,1,0,0,,2108,6108,ff,REAR_WIPER_CF,0:without;1:with
,765,24,31,1,0,0,km/h,2108,6108,ff,REAR_WIPER_INT_SPEED_THRESH_CF(1)
,765,32,39,1,0,0,km/h,2108,6108,ff,REAR_WIPER_INT_SPEED_THRESH_CF(2)
,765,40,47,1,0,0,km/h,2108,6108,ff,REAR_WIPER_INT_SPEED_THRESH_CF(3)
,765,48,55,1,0,0,sec,2108,6108,ff,REAR_WIPER_INT_VALUES_TM_CF(1)
,765,56,63,1,0,0,sec,2108,6108,ff,REAR_WIPER_INT_VALUES_TM_CF(2)
,765,64,71,1,0,0,sec,2108,6108,ff,REAR_WIPER_INT_VALUES_TM_CF(3)
,765,72,79,1,0,0,sec,2108,6108,ff,REAR_WIPER_INT_VALUES_TM_CF(4)
,765,16,16,1,0,0,,2109,6109,ff,HAZARD_WITH_BRAKE_CF,0:without;1:with
,765,17,17,1,0,0,,2109,6109,ff,HAZARD_WITH_CRASH_CF,0:without;1:with
,765,22,22,1,0,0,,2109,6109,ff,R_HAZARD_SIGNAL_CRASH_S,0:without;1:with
,765,23,23,1,0,0,,2109,6109,ff,OVERLOAD_BY_SMART_CF,0:without;1:with
,765,24,24,1,0,0,,2109,6109,ff,TPULSE_CF,1:true;0:false
,765,25,25,1,0,0,,2109,6109,ff,PC_SIGNALISATION_CF,1:true;0:false
,765,16,16,1,0,0,,210A,610A,ff,DUAL_BULBS_CF,0:without;1:with
,765,17,17,1,0,0,,210A,610A,ff,BATTERY_SAVE_CF,0:without;1:with
,765,18,18,1,0,0,,210A,610A,ff,REAR_FOG_OFF_BY_SMART_CF,0:without;1:with
,765,19,19,1,0,0,,210A,610A,ff,FR_FOG_LAMP_CF,0:without;1:with
,765,20,20,1,0,0,,210A,610A,ff,AUTO_LIGHT_CF,0:without;1:with
,765,21,21,1,0,0,,210A,610A,ff,SWISS_CF,0:without;1:with
,765,22,22,1,0,0,,210A,610A,ff,SCANDINAVIAN_RUNNING_LIGHT_CF,0:without;1:with
,765,23,23,1,0,0,,210A,610A,ff,FOLLOW_ME_HOME_CF,0:without;1:with
,765,24,24,1,0,0,,210A,610A,ff,REMOTE_LIGHTING_CF,0:without;1:with
,765,25,28,1,0,0,,210A,610A,ff,VEHICLE_RECOGNITION_TP
,765,29,29,1,0,0,,210A,610A,ff,LIGHT_SENSOR_FITTED_AND_USED_CF,1:fitted and used;0:not fitted or not used
,765,30,30,1,0,0,,210A,610A,ff,DRL_ACTIVE_CF,0:DRL deactivated;1:DRL activated
,765,31,31,1,0,0,,210A,610A,ff,SHIFT_UP_HEADLAMPS_CF,0:without;1:with
,765,32,32,1,0,0,,210A,610A,ff,RR_FOG_LAMP_CF,0:without;1:with
,765,33,33,1,0,0,,210A,610A,ff,R_BATT_SAVE_BY_BS_FNS_S,1:true;0:false
,765,34,34,1,0,0,,210A,610A,ff,AHL_CONFIG_BY_USER_CF,1:true;0:false
,765,16,23,1,0,0,min,210B,610B,ff,AUTO_RELOCK_TIMEOUT_CF
,765,24,31,1,0,0,min,210B,610B,ff,FUEL_WAC_LOCKING_DELAY_TM_CF
,765,32,32,1,0,0,,210B,610B,ff,ANTI_HIJACK_CF,0:without;1:with
,765,33,33,1,0,0,,210B,610B,ff,CHILD_LOCK_CF,0:without;1:with
,765,34,34,1,0,0,,210B,610B,ff,CRASH_DETECTION_CF,0:without;1:with
,765,35,35,1,0,0,,210B,610B,ff,GLASSHATCH_CF,0:without;1:with
,765,36,36,1,0,0,,210B,610B,ff,RKE_BACK_DOORS_CF,0:without;1:with
,765,37,37,1,0,0,,210B,610B,ff,PLANT_LOCK_WITH_SPEED_CF,0:without;1:with
,765,38,38,1,0,0,,210B,610B,ff,SUPERLOCK_CF,0:without;1:with
,765,39,39,1,0,0,,210B,610B,ff,BATT_TAILGATE_OPENING_CF,0:without;1:with
,765,40,40,1,0,0,,210B,610B,ff,CAR_BODY_TYPE_E_CF,1:true;0:false
,765,42,42,1,0,0,,210B,610B,ff,HANDS_FREE_CF,0:without;1:with
,765,43,43,1,0,0,,210B,610B,ff,IGNITION_ON_FLAG_UP_S,1:true;0:false
,765,44,44,1,0,0,,210B,610B,ff,UNLOCK_REQUEST_FLAG_UP_S,1:true;0:false
,765,45,45,1,0,0,,210B,610B,ff,ASSIST_DOOR_LOCKED_S,1:true;0:false
,765,46,46,1,0,0,,210B,610B,ff,ASSIST_DOOR_SUPERLOCKED_S,1:true;0:false
,765,47,47,1,0,0,,210B,610B,ff,CAR_SECURE_S,1:true;0:false
,765,48,48,1,0,0,,210B,610B,ff,CUSTOMER_LOCK_W_SPEED_S,1:true;0:false
,765,49,49,1,0,0,,210B,610B,ff,DRIVER_DOOR_LOCKED_S,1:true;0:false
,765,50,50,1,0,0,,210B,610B,ff,DRIVER_DOOR_SUPERLOCKED_S,1:true;0:false
,765,51,51,1,0,0,,210B,610B,ff,GLASSHATCH_LOCKED_S,1:true;0:false
,765,52,52,1,0,0,,210B,610B,ff,REAR_LEFT_DOOR_LOCKED_S,1:true;0:false
,765,53,53,1,0,0,,210B,610B,ff,REAR_LEFT_DOOR_SUPERLOCKED_S,1:true;0:false
,765,54,54,1,0,0,,210B,610B,ff,REAR_RIGHT_DOOR_LOCKED_S,1:true;0:false
,765,55,55,1,0,0,,210B,610B,ff,REAR_RIGHT_DOOR_SUPERLOCKED_S,1:true;0:false
,765,56,56,1,0,0,,210B,610B,ff,TAILGATE_LOCKED_S,1:true;0:false
,765,57,57,1,0,0,,210B,610B,ff,REAR_LEFT_DOOR_CHILDLOCKED_S,1:true;0:false
,765,58,58,1,0,0,,210B,610B,ff,REAR_RIGHT_DOOR_CHILDLOCKED_S,1:true;0:false
,765,59,59,1,0,0,,210B,610B,ff,FUEL_LOCKED_S,1:true;0:false
,765,60,60,1,0,0,,210B,610B,ff,CUSTOMER_ANTI_HIJACK_S,1:true;0:false
,765,61,61,1,0,0,,210B,610B,ff,MODE_VALET_ACTIVATED_S,1:true;0:false
,765,62,62,1,0,0,,210B,610B,ff,R_CHILD_LOCK_ON_BY_DRIVER_S,1:true;0:false
,765,64,71,1,0,0,,210B,610B,ff,LAST_DOORLOCK_MOTORS_ACTION_S(1),91:GLASSHATCH_OPEN_BY_HANDSFREE;90:GLASSHATCH_OPENER_ON_BY_DRV;89:TRUNK_RE_OPENING_BY_HANDSFREE;88:TAILGATE_OPENING_BY_HANDSFREE;87:TAILGATE_OPENING_ON_BY_RKE_LONG;86:TAILGATE_OPENING_ON_BY_BTN;85:TAILGATE_OPENING_ON_BY_DRIVER;84:SUPERUNLOCK_ALL_BY_ASDM_LEFT;83:SUPERUNLOCK_CHILDLKED_BY_ASDM_LEFT;82:UNLOCK_ALL_BY_ASDM_LEFT;81:SUPERUNLOCK_ALL_BY_ASDM_RIGHT;80:SUPERUNLOCK_CHILDLKED_BY_ASDM_RIGHT;79:UNLOCK_ALL_BY_ASDM_RIGHT;78:SUPERUNLOCK_ALL_BY_SLD_LEFT_LP;77:SUPERUNLOCK_CHILDLKED_BY_SLD_LEFT_LP;76:UNLOCK_ALL_BY_SLD_LEFT_LONG_PRESS;75:SUPERUNLOCK_ALL_BY_SLD_RIGHT_LP;74:SUPERUNLOCK_CHILDLKED_BY_SLD_RIGHT_LP;73:UNLOCK_ALL_BY_SLD_RIGHT_LONG_PRESS;72:HIGH_LOCK_BY_LOCK_WITH_SPEED;71:UNLOCK_ALL_BY_DRIVER_KNOB;70:LOCK_ALL_BY_DRIVER_KNOB;69:UNLOCK_GLOVES_BOX_BY_ACT;68:LOCK_GLOVES_BOX_BY_ACT;67:SUPERUNLOCK_ALL_BY_CDL;66:SUPERUNLOCK_CHILDLKED_BY_CDL;65:UNLOCK_DR_BY_RTL_CD_IN_READER;64:UNLOCK_DR_BY_RTL_DOOR_OPENED;63:LOCK_UNLOCK_DRIVER_BY_VALET;62:UNLOCK_DRIVER_BY_VALET;61:SUPERUNLOCK_ALL_BY_VALET;60:SUPERUNLOCK_CHILDLKED_BY_VALET;59:LOCK_NOT_FUEL_BY_LCK_WITH_SPD;58:LOCK_NOT_FUEL_BY_CDL_BUTTON;57:LOCK_ALL_NOT_DRIVER_BY_VALET;56:LOCK_ALL_BY_VALET;55:GLASSHATCH_CLOSE;54:GLASSHATCH_OPEN;53:TAILGATE_CLOSE;52:TAILGATE_OPEN;51:REAR_LEFT_DOOR_CLOSE;50:REAR_LEFT_DOOR_OPEN;49:REAR_RIGHT_DOOR_CLOSE;48:REAR_RIGHT_DOOR_OPEN;47:ASSIST_DOOR_CLOSE;46:ASSIST_DOOR_OPEN;45:DRIVER_DOOR_CLOSE;44:DRIVER_DOOR_OPEN;43:UNLOCK_BACKDOORS_BY_KEYFOB;42:LOCK_BACKDOORS_BY_KEYFOB;41:UNLOCK_BY_RTL_CARD_IN_READER;40:UNLOCK_BY_RTL_DOOR_OPENED;39:UNLOCK_FUEL_BY_ACT;38:UNLOCK_DRIVER_FUEL_BY_KEYFOB;37:UNLOCK_BY_UNLOCK_LINKED;36:UNLOCK_BY_CDL_BUTTON;35:UNLOCK_ALL_BY_HANDSFREE;34:UNLOCK_ALL_BY_KEYFOB;33:UNLOCK_ALL_BY_ACT;32:SUPERUNLOCK_BY_RE_SUPERUNLOCK;31:SUPERUNLOCK_ALL_BY_RTL_CD;30:SUPERUNLOCK_ALL_BY_RTL_DR;29:SUPERUNLOCK_ALL_BY_RE_SL;28:SUPERUNLOCK_ALL_BY_HANDSF;27:SUPERUNLOCK_ALL_BY_KEYFOB;26:SUPERUNLOCK_BY_ACT;25:SUPERUNLOCK_CHILDLKED_BY_RTL_CD;24:SUPERUNLOCK_CHILDLKED_BY_RTL_DR;23:SUPERUNLOCK_CHILDLKED_BY_RE_SL;22:SUPERUNLOCK_CHILDLKED_BY_HANDSF;21:SUPERUNLOCK_CHILDLKED_BY_KEYFOB;20:SUPERLOCK_BY_HANDSFREE;19:SUPERLOCK_BY_KEYFOB;18:SUPERLOCK_BY_ACT;17:SECU_UNLCK_CHILDLCK_BY_CRASH_UL;16:SECURITY_UNLOCK_BY_CRASH_UL;15:LOCK_FUEL_BY_ACT;14:LOCK_FUEL_BY_HANDSFREE_WAC;13:LOCK_BY_LOCK_WITH_SPEED;12:LOCK_BY_CDL_BUTTON_LONG_PRESS;11:LOCK_BY_CDL_BUTTON;10:LOCK_BY_AUTO_RE_LOCK;9:LOCK_BY_HANDSFREE_WAC;8:LOCK_BY_ACT;7:LOCK_ALL_BY_HANDSFREE_WAC;6:LOCK_ALL_BY_HANDSFREE;5:LOCK_ALL_BY_KEYFOB;4:CRASH_UNLOCK_BY_CRASH_UL;3:CHILD_UNLOCK_SUPERLOCKED_BY_CL;2:CHILD_UNLOCK_BY_CL_BUTTON;1:CHILD_LOCK_BY_CL_BUTTON;0:NONE;92:TAILGATE_OPENING_ON_BY_BATT;93:LOCK_ALL_BY_CAR_SHARING;94:UNLOCK_ALL_BY_CAR_SHARING;95:SUPERUNLOCK_CHILDLKED_BY_CAR_SHARING;96:SUPERUNLOCK_ALL_BY_CAR_SHARING
