# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,7bc,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,7bc,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
# Source: UBP___X10_Version_2.1_20131108T135221.xml
,7bc,16,55,1,0,0,,2180,6180,2ff,PartNumber.LowerPart
,7bc,56,63,1,0,0,,2180,6180,ff,DiagnosticIdentificationCode
,7bc,64,87,1,0,0,,2180,6180,2ff,SupplierNumber.ITG
,7bc,88,127,1,0,0,,2180,6180,2ff,HardwareNumber.LowerPart
,7bc,128,143,1,0,0,,2180,6180,ff,SoftwareNumber
,7bc,144,159,1,0,0,,2180,6180,ff,EditionNumber
,7bc,160,175,1,0,0,,2180,6180,ff,CalibrationNumber
,7bc,176,183,1,0,0,,2180,6180,ff,PartNumber.BasicPartList,0:N/A;1:47210;2:47208
,7bc,184,191,1,0,0,,2180,6180,ff,HardwareNumber.BasicPartList,0:HARDW;1:47213
,7bc,192,199,1,0,0,,2180,6180,ff,ApprovalNumber.BasicPartList,0:N/A
,7bc,200,207,1,0,0,,2180,6180,ff,ManufacturerIdentificationCode
,7bc,16,151,1,0,0,,2181,6181,2ff,Vehicle identification number
,7bc,152,167,1,0,0,,2181,6181,ff,Vehicle identification number CRC
,7bc,16,23,1,0,0,,2184,6184,ff,ECU traceability.calendarweek
,7bc,24,31,1,0,0,,2184,6184,ff,ECU traceability.year
,7bc,32,34,1,0,0,,2184,6184,ff,ECU traceability.plant,0:Blaichach;3:Moulins
,7bc,35,37,1,0,0,,2184,6184,ff,ECU traceability.line,0:Line n°1;1:Line n°2;2:Line n°3;3:Line n°4;4:Line n°5;5:Line n°6;6:Line n°7;7:Line n°8
,7bc,38,39,1,0,0,,2184,6184,ff,ECU traceability.shift,0:Shift n°1;1:Shift n°2;2:Shift n°3;3:Shift n°4
,7bc,40,42,1,0,0,,2184,6184,ff,ECU traceability.day,0:forbidden - interdit;1:monday - lundi;2:tuesday - mardi;3:wednesday - mercredi;4:thursday - jeudi;5:friday - vendredi;6:saturday - samedi;7:sunday - dimanche
,7bc,43,55,1,0,0,,2184,6184,ff,ECU traceability.counter
,7bc,16,55,1,0,0,,21F0,61F0,2ff,PartNumber.LowerPart
,7bc,56,63,1,0,0,,21F0,61F0,ff,DiagnosticIdentificationCode
,7bc,64,87,1,0,0,,21F0,61F0,2ff,SupplierNumber.ITG
,7bc,88,127,1,0,0,,21F0,61F0,2ff,HardwareNumber.LowerPart
,7bc,128,143,1,0,0,,21F0,61F0,ff,SoftwareNumber
,7bc,144,159,1,0,0,,21F0,61F0,ff,EditionNumber
,7bc,160,175,1,0,0,,21F0,61F0,ff,CalibrationNumber
,7bc,176,183,1,0,0,,21F0,61F0,ff,PartNumber.BasicPartList,0:N/A;1:47210;2:47208
,7bc,184,191,1,0,0,,21F0,61F0,ff,HardwareNumber.BasicPartList,0:HARDW;1:47213
,7bc,192,199,1,0,0,,21F0,61F0,ff,ApprovalNumber.BasicPartList,0:N/A
,7bc,200,207,1,0,0,,21F0,61F0,ff,ManufacturerIdentificationCode
,7bc,16,55,1,0,0,,21F1,61F1,2ff,ApprovalNumber.LowerPart
,7bc,56,95,1,0,0,,21F1,61F1,2ff,Programming site reference
,7bc,96,135,1,0,0,,21F1,61F1,2ff,Programming tool reference
,7bc,136,143,1,0,0,,21F1,61F1,ff,Number of reprogrammings
,7bc,144,167,1,0,0,,21F1,61F1,ff,Date of reprogramming
,7bc,168,183,1,0,0,,21F1,61F1,ff,Time of reprogramming
,7bc,184,191,1,0,0,,21F1,61F1,ff,Record marking
,7bc,192,207,1,0,0,,21F1,61F1,ff,CRC of log record
,7bc,16,55,1,0,0,,21FE,61FE,2ff,PartNumber.LowerPart
,7bc,56,63,1,0,0,,21FE,61FE,ff,DiagnosticIdentificationCode
,7bc,64,87,1,0,0,,21FE,61FE,2ff,SupplierNumber.ITG
,7bc,88,127,1,0,0,,21FE,61FE,2ff,HardwareNumber.LowerPart
,7bc,128,143,1,0,0,,21FE,61FE,ff,SoftwareNumber
,7bc,144,159,1,0,0,,21FE,61FE,ff,EditionNumber
,7bc,160,175,1,0,0,,21FE,61FE,ff,CalibrationNumber
,7bc,176,183,1,0,0,,21FE,61FE,ff,PartNumber.BasicPartList,0:N/A;1:47210;2:47208
,7bc,184,191,1,0,0,,21FE,61FE,ff,HardwareNumber.BasicPartList,0:HARDW;1:47213
,7bc,192,199,1,0,0,,21FE,61FE,ff,ApprovalNumber.BasicPartList,0:N/A
,7bc,200,207,1,0,0,,21FE,61FE,ff,ManufacturerIdentificationCode
,7bc,16,55,1,0,0,,21FF,61FF,2ff,ApprovalNumber.LowerPart
,7bc,56,95,1,0,0,,21FF,61FF,2ff,Programming site reference
,7bc,96,135,1,0,0,,21FF,61FF,2ff,Programming tool reference
,7bc,136,143,1,0,0,,21FF,61FF,ff,Number of reprogrammings
,7bc,144,167,1,0,0,,21FF,61FF,ff,Date of reprogramming
,7bc,168,183,1,0,0,,21FF,61FF,ff,Time of reprogramming
,7bc,184,191,1,0,0,,21FF,61FF,ff,Record marking
,7bc,192,207,1,0,0,,21FF,61FF,ff,CRC of log record
,7bc,24,39,.1,32767,1,°,220100,620100,ff,Steering wheel angle
,7bc,24,31,.1,0,1,V,22012F,62012F,ff,Supply voltage
,7bc,24,39,.01,0,2,km/h,224B00,624B00,ff,WheelSpeed FL
,7bc,24,39,.01,0,2,km/h,224B01,624B01,ff,WheelSpeed FR
,7bc,24,39,.01,0,2,km/h,224B02,624B02,ff,WheelSpeed RL
,7bc,24,39,.01,0,2,km/h,224B03,624B03,ff,WheelSpeed RR
,7bc,24,39,.01,0,2,km/h,224B04,624B04,ff,Vehicle speed
,7bc,24,27,1,0,0,,224B09,624B09,ff,Odometer of the first occurence.Reserved,0:reserved
,7bc,28,55,10,0,0,m,224B09,624B09,ff,Odometer of the first occurence.Odometer
,7bc,24,31,1,0,0,,224B18,624B18,ff,After sales date.Day
,7bc,32,39,1,0,0,,224B18,624B18,ff,After sales date.Month
,7bc,40,47,1,0,0,,224B18,624B18,ff,After sales date.Year
,7bc,24,31,1,0,0,,224B1A,624B1A,ff,Vehicle status
,7bc,24,39,1,0,0,mm,224B24,624B24,ff,Tires real circumference
,7bc,24,31,10,-1,0,s,224B25,624B25,ff,Powerlatch duration
,7bc,24,31,.2,127,1,°,224B36,624B36,ff,Steering wheel angle offset
,7bc,24,39,1,0,0,,224B3D,624B3D,ff,Supplier fault code
,7bc,24,39,.1,32767,1,°/s,224B42,624B42,ff,Steering wheel speed
,7bc,24,39,1,0,0,,224B44,624B44,ff,List of supplier internal faults
,7bc,24,31,1,0,0,,224B70,624B70,ff,Filling status,0:To be Defined
,7bc,24,31,1,0,0,bar,224B71,624B71,ff,Sense piston pressure
,7bc,24,31,.2,127,1,bar,224B72,624B72,ff,Sense piston pressure offset
,7bc,24,31,1,0,0,bar,224B73,624B73,ff,Master cylinder pressure
,7bc,24,31,.2,127,1,Bar,224B74,624B74,ff,Master cylinder pressure offset
,7bc,24,31,1,0,0,bar,224B75,624B75,ff,Accumulator pressure
,7bc,24,31,.2,127,1,bar,224B76,624B76,ff,Accumulator pressure offset
,7bc,24,31,1,0,0,mm,224B77,624B77,ff,Brake pedal position 1
,7bc,24,31,.2,77,1,mm,224B78,624B78,ff,Brake pedal position 1 offset
,7bc,24,31,1,0,0,mm,224B79,624B79,ff,Brake pedal position 2
,7bc,24,31,.2,77,1,mm,224B7A,624B7A,ff,Brake pedal position 2 offset
,7bc,28,39,1,4094,0,N·m,224B7B,624B7B,ff,Electric brake wheels torque applied
,7bc,28,39,1,4094,0,N·m,224B7C,624B7C,ff,Electric brake wheels torque request
,7bc,28,39,1,4094,0,N·m,224B7D,624B7D,ff,Total Hydraulic brake wheels torque request
,7bc,28,39,1,4094,0,N·m,224B7E,624B7E,ff,Driver brake wheels torque request
,7bc,24,31,1,0,0,,224B7F,624B7F,ff,HBA function inhibition state,0:Activated by diag;170:Deactivated by diag;255:Not implemented
,7bc,24,31,1,0,0,,224B80,624B80,ff,HBB function inhibition state,0:Activated by diag;170:Deactivated by diag;255:Not implemented
,7bc,24,31,1,0,0,,224B81,624B81,ff,EB function inhibition state,0:Activated by diag;170:Deactivated by diag;255:Not implemented
,7bc,24,727,1,0,0,,224B82,624B82,ff,Advanced diagnostic datas memorized buffer1
,7bc,24,727,1,0,0,,224B83,624B83,ff,Advanced diagnostic datas memorized buffer2
,7bc,24,31,1,0,0,,224B84,624B84,ff,PUMP function inhibition state,0:Activated by diag;170:Deactivated by diag;255:Not implemented
,7bc,24,31,1,0,0,,224B85,624B85,ff,Mode roller bench function activation state,0:Deactivated by diag;170:Activated by diag
,7bc,24,31,1,0,0,,224B86,624B86,ff,Advanced diagnosis function activation state,0:Deactivated by diag;170:Activated by diag
,7bc,24,727,1,0,0,,224B87,624B87,ff,Advanced diagnostic datas memorized buffer3
,7bc,24,727,1,0,0,,224B88,624B88,ff,Advanced diagnostic datas memorized buffer4
,7bc,24,727,1,0,0,,224B89,624B89,ff,Advanced diagnostic datas memorized buffer5
,7bc,24,39,.01,0,2,km/h,224B8A,624B8A,ff,Vehicle speed Delayed
,7bc,24,727,1,0,0,,224B8B,624B8B,ff,Advanced diagnostic datas memorized buffer6
,7bc,24,727,1,0,0,,224B8C,624B8C,ff,Advanced diagnostic datas memorized buffer7
,7bc,24,727,1,0,0,,224B8D,624B8D,ff,Advanced diagnostic datas memorized buffer8
,7bc,24,727,1,0,0,,224B8E,624B8E,ff,Advanced diagnostic datas memorized buffer9
,7bc,24,727,1,0,0,,224B8F,624B8F,ff,Advanced diagnostic datas memorized buffer10
,7bc,24,24,1,0,0,,224B90,624B90,ff,UBP Function status.HBB function.failure status,0:not operational;1:operational
,7bc,25,25,1,0,0,,224B90,624B90,ff,UBP Function status.HBB function.activation status,0:not active;1:active
,7bc,26,26,1,0,0,,224B90,624B90,ff,UBP Function status.EB function.failure status,0:not operational;1:operational
,7bc,27,27,1,0,0,,224B90,624B90,ff,UBP Function status.EB function.activation status,0:not active;1:active
,7bc,28,28,1,0,0,,224B90,624B90,ff,UBP Function status.PUMP function.failure status,0:not operational;1:operational
,7bc,29,29,1,0,0,,224B90,624B90,ff,UBP Function status.PUMP function.activation status,0:not active;1:active
,7bc,30,30,1,0,0,,224B90,624B90,ff,UBP Function status.Mode roller bench function.activation status,0:not active;1:active
,7bc,31,31,1,0,0,,224B90,624B90,ff,UBP Function status.Advanced diagnosis function.activation status,0:not active;1:active
,7bc,32,32,1,0,0,,224B90,624B90,ff,UBP Function status.HBA function.failure status,0:not operational;1:operational
